OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,ROAD_SEC_CLASS,SECTION_ID,SEC_LENGTH,ROUTE_NO,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,MaxBRHT,MaxPierHT,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUNICIPAL,RECOMMEND,REMARKS,created_user,created_date,last_edited_user,last_edited_date
1749,Luzon,Region III,Nueva Ecija,Nueva Ecija 1st District Engineering Office,NUEVA ECIJA (FIRST DISTRICT),Daang Maharlika (LZ),Primary,S04414LZ,84414,1,38467,B01967LZ,Cabitbitnugan Br.,36,Concrete,permanent,Year Known,1975,Fair,2,2,5.05,3.7,3,9.5,10,15,0,0,0.75,0.7,2,0.060606,River/Waterway (fresh water),Kita Kita,San Jose City,Routine Maintenance - Other,ABUTMENT 1 SLOPE PROTECTION SCOURING & ABUTMENT 2 SLOPE PROTECTION MATERIAL LOSS,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1750,Luzon,Region IV-A,Batangas,Batangas 3rd District Engineering Office,BATANGAS (THIRD DISTRICT),Talisay-Laurel-Agoncillo Rd,Tertiary,S01928LZ,21169,0,4001,B04637LZ,Caloocan Br.,24,Concrete,permanent,Year Known,1960,Good,2,0,0,0,1,0,49,0,0,0,0,0,4,0.018868,Not Specified,CALOOCAN,TALISAY,Routine Maintenance - Other,MINOR REPAIRS ON SPAN,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1751,Luzon,Region IV-A,Cavite,Cavite 1st District Engineering Office,CAVITE (SIXTH DISTRICT),"Juanito R. Remulla, Sr. Rd",Primary,S01913LZ,7062,65,2494,B04755LZ,Manggahan Br.,32,Concrete,permanent,Year Known,1969,Fair,2,0,5.3,0,1,21.2,22,15,0,0,1.1,1.1,4,0.137255,River/Waterway (fresh water),Manggahan,Trece Martires City,RM - Concrete Component Repair,Water leakage on Deck must repair to preven further damage.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1752,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Sn Marcelino-Sn Antonio-Sn Narciso Rd,Tertiary,S04363LZ,10873,0,13,B02811LZ,Linoron Br. 1,12,Concrete,permanent,Year Known,1980,Good,2,0,3.9,0,1,16.86,50,15,0,0,1.11,1.11,4,0,River/Waterway (fresh water),Linoron,San Antonio,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1753,Luzon,Region III,Bulacan,Bulacan 1st District Engineering Office,BULACAN (FIRST DISTRICT),Pulilan-Calumpit Rd,Secondary,S01508LZ,5661,115,275,B04821LZ,Cut-Cut Br.,25,Concrete,permanent,Year Known,2016,Good,2,0,6,0,1,14.05,50,0,0,0,0.8,0.8,4,0,Not Specified,Cutcot,Pulilan,Routine Maintenance Only,Newly Replaced 2016,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1754,Luzon,Region IV-A,Cavite,Cavite 3rd District Engineering Office,CAVITE (SECOND DISTRICT),Bacoor-Dasmariñas National Rd,Tertiary,S04270LZ,17516,0,15727,B02991LZ,Zagala Br.,12,Concrete,permanent,Year Known,1991,Fair,2,0,4.4,0,1,9.12,29,15,0,0,1.03,1.03,2,0.22956,River/Waterway (fresh water),Salitran,Dasmariñas,Upgrading - Retrofitting,The bridge is recommended for retrofitting works and concrete repair works.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1755,Luzon,Region III,Bataan,Bataan 1st District Engineering Office,BATAAN (FIRST DISTRICT),Jose Abad Santos Ave (JASA),Primary,S01254LZ,21496,3,2372,B04620LZ,Balsik Br. 2,58,Concrete,permanent,Year Known,2015,Fair,2,3,7,6,4,17.6,30,0,0,0,1.1,1.1,4,0.119048,River/Waterway (fresh water),Balsik,Hermosa,Major Maint - Repair Damage,Ravelling  on deck surface,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1756,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Cordon-Aurora Bdry Rd (Isabela Bdry-Jct Dumabato),Secondary,S04192LZ,49788,108,3576,B04905LZ,Lukban Br.,30,Concrete,permanent,Year Known,2018,Good,2,0,8.3,0,1,9.6,47,15,0,0,1,1,2,0,River/Waterway (fresh water),MARIA CLARA,DIFFUN,Routine Maintenance - Other,"THE BRIDGE IS UNDER THE BRIDGE PROGRAM - WIDENING OF PERMANENT BRIDGES - LUKBAN BR. (B04905LZ), ON-GOING AMOUNTING TO 25,970,000.00",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1757,Luzon,Region III,Tarlac,Tarlac District Engineering Office,TARLAC (FIRST & SECOND DISTRICT),Romulo H-way,Primary,S01036LZ,42800,55,13109,B01379LZ,Binig Br.,30,Steel,permanent,Year Known,1972,Good,2,0,0,0,1,16.86,38,14,0,0,0.5,0.5,4,0.025157,River/Waterway (fresh water),San Juan de Mata,Tarlac City,Routine Maintenance - Other,Repair deteriorated sealant on expansion joint at Abut A1 and Abut A2 by application of asphalt sealant,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1758,Luzon,Region III,Nueva Ecija,Nueva Ecija 2nd District Engineering Office,NUEVA ECIJA (THIRD DISTRICT),Jct Tablang-Gabaldon Rd,Secondary,S00975LZ,38887,114,14456,B01337LZ,Bato Ferry Br.,274,Concrete,permanent,Year Known,1994,Good,2,8,8.9,6.6,9,9.53,30,20,0,0,1.13,1.1,2,0.021538,River/Waterway (fresh water),Bato Ferry,Laur,Routine Maintenance - Other,Bridge recently rehabilitated,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1759,Luzon,Region IV-A,Batangas,Batangas 4th District Engineering Office,BATANGAS (FOURTH DISTRICT),Batangas-Lobo Rd,Secondary,S01922LZ,8740,438,5400,B03030LZ,Bacao Br.,33,Concrete,permanent,Year Known,2008,Fair,2,0,8.95,0,1,9.56,38,20,6,0,0.7,0.72,2,0.2,River/Waterway (fresh water),PIñA,TAYSAN,Routine Maintenance Only,only routine maintenance is needed,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1760,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Palico-Balayan-Batangas Rd,Secondary,S01854LZ,41771,436,15531,B00010LZ,Gimalas Br.,20,Steel,permanent,Year Known,1975,Fair,2,0,10.7,0,1,9.8,20,15,0,0,1.2,1.2,2,0.125786,River/Waterway (fresh water),GIMALAS,BALAYAN,RM - Bridge Component Painting,Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1761,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Eastern Bulacan Rd,Tertiary,S01390LZ,41377,0,152,B04456LZ,Sta. Lucia Br.,251,Concrete,permanent,Year Known,1990,Good,2,11,20.6,8,12,9.9,15,10,6,6.95,1.1,1.1,2,0.006061,River/Waterway (fresh water),Sta. Lucia,Angat,Routine Maintenance - Other,NEWLY STRENGTHENED & REPLACED FY2016,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1762,Luzon,Region IV-A,Batangas,Batangas 3rd District Engineering Office,BATANGAS (THIRD DISTRICT),Manila-Batangas Rd,Primary,S01917LZ,11193,4,1687,B04541LZ,San Juan Br.,47,Concrete,permanent,Year Known,1947,Fair,2,2,17,5.96,3,18,0,15,0,0,0.73,0.71,4,0.077135,River/Waterway (fresh water),Barangay IV,Tanauan City,"RM - Bridge Deck Sweep, Clean",MINOR REPAIRS ON BRIDGE,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1763,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Jct Layac-Balanga-Mariveles Port Rd,Tertiary,S01294LZ,13080,0,9283,B01584LZ,Sto. Domingo Br. 2,6,Concrete,permanent,Year Known,1935,Fair,2,0,3,0,1,9.33,10,18,0,0,0.75,1.1,2,0.08805,Estuary (Salt Water),Sto Domingo,Orion,Major Maint - Repair Damage,Disintegration on slope protection. Honeycomb and delamination on left side railing.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1764,Luzon,Region IV-A,Cavite,Cavite 3rd District Engineering Office,CAVITE (FOURTH DISTRICT),"Juanito R. Remulla, Sr. Rd",Primary,S01817LZ,15580,65,14455,B04896LZ,Expressway Br. (East),71,Concrete,permanent,Year Known,2018,Poor,2,1,5.7,4.7,2,9.48,15,20,0,0,1,1.1,2,0.344828,Road,MADUYA,CARMONA,Major Maint-Protective Measure,The Bridge is required for Major Maintenance - Protective Measures.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1765,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Baler-Casiguran Rd (Dinadiawan-Casiguran Sect),Secondary,S04736LZ,52174,112,40623,B03426LZ,Bianoan Br.,109,Concrete,permanent,Year Known,2007,Fair,2,4,6.05,4.61,5,9.68,32,20,0,0,1.13,1.13,2,0.044092,River/Waterway (fresh water),Bianoan,Casiguran,RM - Bridge Component Painting,Minor scaling on entire 5 spans and cracks on decks for monitoring.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1766,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Daang Maharlika By-Pass Rd,Tertiary,S00861LZ,2567,0,474,B01245LZ,Colocol Br.,12,Concrete,permanent,Year Known,1970,Good,2,0,3,0,1,8.6,22,0,0,0,0.46,0.46,2,0.006289,River/Waterway (fresh water),Don Domingo Maddela,Bayombong,RM - Concrete Component Repair,BRIDGE IN GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1767,Luzon,Region III,Tarlac,Tarlac 2nd District Engineering Office,TARLAC (THIRD DISTRICT),Concepcion - La Paz Rd,Tertiary,S01025LZ,20648,0,15431,B04677LZ,Caut Br.,18,Concrete,permanent,Year Known,2015,Good,2,0,3.95,0,1,16.8,48,0,0,0,1.05,1.05,4,0.056604,River/Waterway (fresh water),CAUT,LAPAZ,"RM - Bridge Deck Sweep, Clean",THE BRIDGE IS STILL IN GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1768,Luzon,Region III,Nueva Ecija,Nueva Ecija 2nd District Engineering Office,NUEVA ECIJA (THIRD & FOURTH DISTRICT),Daang Maharlika (LZ),Primary,S00926LZ,39299,1,32159,B00127LZ,Nabao Br.,7,Concrete,permanent,Year Known,1975,Fair,2,0,0,0,1,15.1,10,15,0,0,1.05,1.05,4,0.179245,Canal,Nabao,Cabanatuan City,Major Maintenance - Other,Repair exposed bars at girder by fiber wrapping. Repair disintegrated slope protection.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1769,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Mariveles-Talaga Bay Rd,Secondary,S01310LZ,4347,301,1002,B00236LZ,F Br.,12,Concrete,permanent,Year Known,1974,Fair,2,0,3,0,1,11.3,10,18,0,0,2.6,1.7,2,0.116352,Estuary (Salt Water),Maligaya,Mariveles,Major Maint - Repair Damage,Raveling on deck. Delamination on railings.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1770,Luzon,Region III,Pampanga,Pampanga 1st District Engineering Office,PAMPANGA (THIRD & FOURTH DISTRICT),Bahay Pare-Sn Luis-Sto Domingo Rd,Tertiary,S01212LZ,17011,0,6427,B01487LZ,Barit Br.,7,Concrete,permanent,Year Known,1970,Good,2,0,2.5,0,1,9.48,26,14,0,0,0.65,0.65,2,0.031447,Canal,Barit,Candaba,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition. Routine maintenance only.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1771,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Sn Marcelino-Sn Antonio-Sn Narciso Rd,Tertiary,S04363LZ,10873,0,10423,B01441LZ,Coyacoy Br.,24,Concrete,permanent,Year Known,1995,Good,2,2,3.9,2.9,3,16.86,50,15,0,0,0.45,0.45,4,0,Swamp,Patricio,San Narciso,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1772,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Gen Alejo Santos Highway,Tertiary,S01389LZ,13660,0,79,B00137LZ,Niugan Br. 1,16,Concrete,permanent,Year Known,1970,Good,2,0,3.12,0,1,9.5,15,0,0,0,0.7,0.7,2,0,River/Waterway (fresh water),NIUGAN,ANGAT,Routine Maintenance Only,NEWLY RETROFITTED FY2016,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1773,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Jct Mangandingay-Saguday-Isabela Bdry Rd,Tertiary,S04198LZ,10747,0,6274,B01944LZ,Divila Br.,15,Concrete,permanent,Year Known,1982,Good,2,0,5.35,0,1,8.35,12,15,0,0,0.48,0.48,2,0,River/Waterway (fresh water),Rizal,Saguday,Upgrading - Widening,"THE BRIDGE IS UNDER THE BRIDGE PROGRAM - WIDENING OF PERMANENT BRIDGES CY 2021 - ON-GOING OF ROAD WIDENING AMOUNTING TO 16,530,000.00",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1774,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Olongapo-Bugallon Rd,Secondary,S01086LZ,112587,306,45490,B01413LZ,Mambog Br.,9,Concrete,permanent,Year Known,1950,Good,2,0,3.4,0,1,16.86,50,15,0,0,0.45,0.45,4,0,Other,Mambog,Botolan,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1775,Luzon,Region IV-A,Cavite,Cavite 2nd District Engineering Office,CAVITE (EIGHTH DISTRICT),Maragondon-Magallanes-Amuyong Rd,Secondary,S01776LZ,37970,406,4286,B04424LZ,Mabacao Br.,89,Steel,permanent,Year Known,2008,Fair,2,2,22.7,17,3,9.54,38,20,0,0,0.76,0.76,2,0.066116,River/Waterway (fresh water),Bucal 4,Maragondon,Routine Maintenance - Other,With minor defects,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1776,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya 2nd District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Papaya-Malabing-Wangal-Binugawan-Tadji-Runruno Rd,Tertiary,S00881LZ,18478,0,9989,B04980LZ,Tadji Br.,101,Concrete,permanent,Year Known,2018,Good,2,3,6.7,6.7,4,9.5,48,0,0,0,0.7,0.7,0,0,River/Waterway (fresh water),TADJI,KASIBU,"RM - Bridge Deck Sweep, Clean",Newly Constructed Bridge Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1777,Luzon,Region IV-A,Batangas,Batangas 2nd District Engineering Office,BATANGAS (SECOND DISTRICT),Batangas-Lobo Rd,Secondary,S05004LZ,11171,438,5829,B04829LZ,San Miguel Br.,17,Concrete,permanent,Year Known,2008,Fair,2,0,6.6,0,1,9.55,20,15,0,0,1.12,1.11,2,0.053459,River/Waterway (fresh water),SAN MIGUEL,LOBO,Major Maint - Repair Damage,repair damaged component,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1778,Luzon,Region III,Nueva Ecija,Nueva Ecija 1st District Engineering Office,NUEVA ECIJA (FIRST DISTRICT),Muñoz-Lupao Rd,Tertiary,S00905LZ,19548,0,1798,B01268LZ,Lumang Bayan Br. 1,15,Concrete,permanent,Year Known,1975,Good,2,0,0,0,1,7.82,35,15,0,0,0.49,0.44,2,0,River/Waterway (fresh water),Poblacion North,Munoz,Routine Maintenance - Other,THE BRIDGE HAS NO DEFECTS.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1779,Luzon,Region III,Bataan,Bataan 1st District Engineering Office,BATAAN (FIRST DISTRICT),Gov JJ Linao Rd,Secondary,S01290LZ,16501,302,705,B01569LZ,Gatao Br.,22,Steel,permanent,Year Known,1970,Good,2,0,7.5,0,1,9.56,0,18,0,0,1,1,2,0,River/Waterway (fresh water),Nagbalayong,Morong,Major Maint-Protective Measure,Newly Repair  Bridge under GAA FY 2020,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1780,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Sn Marcelino-Sn Antonio-Sn Narciso Rd,Tertiary,S04363LZ,10873,0,454,B02812LZ,Linoron Br. 2,18,Concrete,permanent,Year Known,1980,Good,2,1,4.2,3.6,2,16.86,50,15,0,0,1.11,1.11,4,0,River/Waterway (fresh water),Linoron,San Antonio,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1781,Luzon,Region III,Bulacan,Bulacan 1st District Engineering Office,BULACAN (SECOND DISTRICT),Baliwag-Candaba Rd,Tertiary,S05927LZ,6902,0,1044,B02105LZ,Irrigation Br.,16,Concrete,permanent,Year Known,1993,Fair,2,0,4.7,0,1,9.5,29,14,0,0,0.8,0.8,2,0.141509,River/Waterway (fresh water),Bagong nayon,Baliuag,Routine Maintenance Only,BEARINGS CONSTANTLY SUBMERGED DUE TO HIGH WATER LEVEL.  BRIDGE INADEQUATE OFR TRAFFIC,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1782,Luzon,Region IV-A,Laguna,Laguna 1st District Engineering Office,LAGUNA (FOURTH DISTRICT),Majayjay-Lucban Rd,Tertiary,S01679LZ,7094,0,28,B02496LZ,Majayjay Br.,63,Concrete,permanent,Year Known,1970,Good,2,3,17.54,14.08,4,8.25,28,20,0,0,0.45,0.45,2,0.009662,River/Waterway (fresh water),Ilayang Banga,Majayjay,"RM - Bridge Deck Sweep, Clean",The bridge is in good  Condtion. Bridge is retrofitted under GAA 2015,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1783,Luzon,Region III,Bataan,Bataan 1st District Engineering Office,BATAAN (FIRST DISTRICT),Gov JJ Linao Rd,Secondary,S01290LZ,16501,302,16471,B01576LZ,Pagsakian Br. 2,30,Concrete,permanent,Year Known,1975,Good,2,1,3.7,3.7,2,9.4,0,18,0,0,0.7,0.7,2,0,River/Waterway (fresh water),Poblacion,Morong,Major Maint - Repair Damage,newly repair bridge under GAA FY 2019,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1784,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Cordon-Aurora Bdry Rd (Jct Dumabato-Aurora Bdry),Secondary,S04745LZ,38388,108,1271,B04719LZ,Diduyon Br. 2,15,Concrete,permanent,Year Known,2014,Good,2,0,3.5,0,1,9.43,43,15,0,0,1,1,2,0.018868,Not Specified,MASOG,MADDELA,Routine Maintenance - Other,"THE BRIDGE IS UNDER THE BRIDGE PROGRAM - WIDENING OF PERMANENT BRIDGES - Diduyon Bridge 2 (B04719LZ), AMOUNTING TO 16,920,000.00",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1785,Luzon,Region III,Tarlac,Tarlac District Engineering Office,TARLAC (FIRST DISTRICT),Paniqui-Camiling-Wawa Rd,Secondary,S01026LZ,26056,242,17334,B01372LZ,Dacol Br.,60,Steel,permanent,Year Known,1983,Good,2,1,3.6,3.62,2,16.86,47,14,0,0,0.7,0.7,4,0.054422,River/Waterway (fresh water),Matubog,Camiling,Routine Maintenance - Other,"Repair deteriorated sealant on expansion joint at Abut. A1, Abut A2 and Pier 1 by application of asphalt sealant",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1786,Luzon,Region III,Nueva Ecija,Nueva Ecija 2nd District Engineering Office,NUEVA ECIJA (THIRD DISTRICT),Nueva Ecija-Aurora Rd,Secondary,S06084LZ,26842,112,20451,B04666LZ,Salabusob Br.,31,Concrete,permanent,Year Known,2013,Fair,2,0,5.8,0,1,9.55,40,0,0,0,0.9,0.9,2,0.050314,River/Waterway (fresh water),Salabusob,Bongabon,Major Maint - Repair Damage,Sidewalks on both wingwalls were detached due to the settlement of approach at abutment 2.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1787,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Bagac-Mariveles Rd,Tertiary,S01252LZ,44280,0,7059,B03391LZ,Saysayin Br.,46,Concrete,permanent,Year Known,1978,Good,2,2,5.55,5.56,3,8.4,15,0,0,0,0.81,0.81,2,0.013774,River/Waterway (fresh water),SAYSAYIN,BAGAC,Routine Maintenance - Other,"Disintegration, honeycomb, cracks, exposed rebars on railings.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1788,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Baler-Casiguran Rd (Baler-Dinadiawan),Secondary,S04735LZ,59712,112,11065,B03016LZ,Lipit Br.,31,Concrete,permanent,Year Known,1976,Fair,2,1,6.7,6.1,2,8.85,18,5,0,0,0.75,0.75,2,0.191667,River/Waterway (fresh water),Lipit,Dipaculao,Major Maintenance - Strengthen,"Spans 1 and 2 have cracks and scaling  on concrete decks,, dilapidated asphalt filler on expansion joints of Piers 1 and 2, Abuts A and B, cracks on approach road of Abut B and heavily damaged scour protection on Pier. Copings of all piers and abutments",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1789,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Olongapo-Bugallon Rd,Secondary,S01086LZ,112587,306,50332,B01417LZ,Panibuatan Br.,27,Concrete,permanent,Year Known,1950,Good,2,2,3.75,3.2,3,10.9,50,15,0,0,1.2,1.2,2,0.002755,River/Waterway (fresh water),Panibuatan,Iba,"RM - Bridge Deck Sweep, Clean",Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1790,Luzon,Region IV-A,Cavite,Cavite 2nd District Engineering Office,CAVITE (EIGHTH DISTRICT),Noveleta-Naic-Tagaytay Rd,Secondary,S06110LZ,17183,402,640,B02516LZ,Bisaya Br.,21,Concrete,permanent,Year Known,1965,Good,2,2,4.95,2.2,3,9.05,9,18,0,0,0.44,0.44,2,0.024096,River/Waterway (fresh water),Timalan Balsahan,Naic,Major Maint-Protective Measure,"Newly retrofitted funded under 2018 DPWH Regular Infra / Newly widened under 2015 DPWH Infra Program, year completed 2016",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1791,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya 2nd District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Bambang-Kasibu-Solano Rd,Tertiary,S00885LZ,32418,0,32286,B04455LZ,Papaya Br.,11,Concrete,permanent,Year Known,2013,Good,2,0,5.7,0,1,8.57,44,0,0,0,0.3,0.3,2,0,River/Waterway (fresh water),PAPAYA,KASIBU,"RM - Bridge Deck Sweep, Clean",Maintain bridge cleanliness. Bridge is in good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1792,Luzon,Region IV-A,Batangas,Batangas 2nd District Engineering Office,BATANGAS (SECOND & FIFTH DISTRICT),Batangas-Tabangao-Lobo Rd,Secondary,S05009LZ,42038,439,28613,B04419LZ,De La Paz Proper Br.,12,Concrete,permanent,Year Known,2008,Good,2,0,3.74,0,1,9.5,40,20,0,0,1.07,1.07,2,0.031447,River/Waterway (fresh water),Dela Paz Proper,Batangas City,"RM - Bridge Deck Sweep, Clean",Bridge is in good Condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1793,Luzon,Region III,Nueva Ecija,Nueva Ecija 1st District Engineering Office,NUEVA ECIJA (SECOND DISTRICT),San Jose City-Rizal Rd via Pinili-Porais-Villa Joson (Palarilla) Rd,Secondary,S00924LZ,17668,111,4362,B03400LZ,Palestina Br.,10,Concrete,permanent,Year Known,2005,Good,2,0,3.6,0,1,9.47,50,0,0,0,0.73,0.75,2,0,River/Waterway (fresh water),Palestina,San Jose City,Routine Maintenance - Other,THE BRIDGE HAS NO DEFECTS,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1794,Luzon,Region III,Bataan,Bataan 1st District Engineering Office,BATAAN (FIRST DISTRICT),Gov JJ Linao Rd,Secondary,S01290LZ,16501,302,9744,B01572LZ,Mauban Br.,16,Steel,permanent,Year Known,1974,Good,2,0,5,0,1,8.8,15,18,0,0,0.7,0.7,2,0,River/Waterway (fresh water),Nagbalayong,Morong,RM - Bridge Component Painting,Newly repair bridge,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1795,Luzon,Region III,Bulacan,Bulacan 1st District Engineering Office,BULACAN (FIRST & SECOND DISTRICT),Bigaa-Plaridel via Bulacan & Malolos Rd,Tertiary,S06081LZ,22199,0,4891,B01723LZ,Cupang Br.,16,Concrete,permanent,Year Known,1970,Good,2,0,3.3,0,1,9.4,28,0,0,0,1,1,2,0.037736,River/Waterway (fresh water),Maysantol,Bulacan,Routine Maintenance Only,REMOVE VEGETATION ON WINGWALL SIDE,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1796,Luzon,Region IV-A,Laguna,Laguna 1st District Engineering Office,LAGUNA (FOURTH DISTRICT),Paete-Famy Pob Rd,Tertiary,S01661LZ,11615,0,10352,B02483LZ,Paawas Br.,21,Concrete,permanent,Year Known,1970,Good,2,2,3.98,3.15,3,8.4,19,20,0,0,0.45,0.45,2,0.024793,River/Waterway (fresh water),Burgos,Siniloan,RM - Concrete Component Repair,"Retrofitted under GAA FY 2015, Concrete component on railing must be repaired",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1797,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Jct Victoria-Maddela-Alicia-Kasibu Bdry Rd (Jct Victoria-Kasibu Bdry),Tertiary,S04748LZ,30409,0,4585,B02081LZ,Umilan Br.,16,Concrete,permanent,Year Known,1995,Fair,2,0,6.7,0,1,8.9,23,0,0,0,0.5,0.48,2,0.062893,River/Waterway (fresh water),Balligui,Maddela,Routine Maintenance - Other,THE BRIDGE IS IN FAIR CONDTION AND STILL MAINTENABLE.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
